User_Name,Rating,Rating_Title,Reviewed_Date,Review_Context,Helpful_Count
Amazon Customer,5.0 out of 5 stars,FM in mobile speaker and NFC,Reviewed in India on 23 January 2020,"<span>I was expecting NFC feature in this phone as I saw this feature is available in Redmi Note 8 pro. After purchase only I could see NFC option is not there. You can not play FM Radio without connecting earphones, but Redmi 8A and Redmi 8 you can play FM Radio in mobile speakers.  Rest every thing is Excellent.</span>",
Achint Garg,4.0 out of 5 stars,Nice camera and game phone,Reviewed in India on 20 June 2020,<span>This phone is a total beast at this price. Battery drains a little faster while in standby. Camera quality is really good with 64mp camera capturing super hd pics and phone doesn't lag while playing heavy graphic games.</span>,
McCarthyEch432,4.0 out of 5 stars,so far so good,Reviewed in India on 19 November 2019,"<span>the phone is exactly what I expected it to be like, it is a decent phone but yes it has far too many system glitches. It needs a lots of updates.<br>got miui 11 update already too.<br>(can run fortnite)</span>",
Manju Rani Baishya,5.0 out of 5 stars,Best phone in the best price range..,Reviewed in India on 21 November 2019,<span>The phone is really great for this price....With lots of features for daily activities.......The Mediatek Helio G90T Destroys PUBG by running in Smooth Extreme and HDR Ultra....Camera Quality is also nice but not that extraordinary.<br>For this price the package that is being offered by Xiaomi is marvellous...Totally worth a buy.</span>,
Aman,1.0 out of 5 stars,Not at all satisfied,Reviewed in India on 6 May 2020,"<span>A very mediocre phone, worst by xaiomi, i regret it from the day i bought and now the android 10 update ruined it all, notification bugs, worst ever phone after being a loyal mi fan since 2014, i say this is my last mi phone</span>",One person found this helpful
Nasir Khan,3.0 out of 5 stars,Good phone but not perfect,Reviewed in India on 6 March 2020,"<span>Hanging issue with the phone, couple of my friends who bought this phone also complaining the same. Hanging issue is with both 64 GB and 128 GB variants. Except this everything is perfect...</span>",
Umesh Agrawal,1.0 out of 5 stars,"Wrost mobile for gamer , lots of heating issue , don't purchase it .",Reviewed in India on 5 February 2020,"<span>Wrost mobile of my life , Don't purchase it , Mobile having lots of heating issue while playing pubg game , If you are purchase for playing game than never purchase it &amp; also not purchase any mobile for this Amazon website they cannot provide return / replace policy . When you are going to return it than website showing talk to an amazon technition .</span>",
Piyush Jain,5.0 out of 5 stars,Power pack.,Reviewed in India on 23 November 2019,<span>A full power pack smartphones with amazing features. Happy to purchase it. Mostly i liked the camera quailty which captures the real quality images. Also battery life is too good. #redmi</span>,
vnaidu,2.0 out of 5 stars,Phone is getting heated up in 15 mins,Reviewed in India on 7 June 2020,<span>phone is getting heated up just in 15 minutes of usage after I unpacked and started using. This is really a very bad and disappointing. This model boasts of having liquid cooling technology but its of no use. nothing great about this model than the previous models except for the screen size and number of cameras. Totally disappointed.</span>,
Rohit gavhane,1.0 out of 5 stars,Please helpppppppppp,Reviewed in India on 22 May 2020,<span>The phone is awesome butttttt there is an ghost touch problem at the bottom centre of my mobile and it was within a month and since I ordered this mobile before quarantine but the issue I faced was during quarantine within the first month of my purchase I don't want this defective piece this mobile is so cool please help me out.......</span>,
Amazon Customer,5.0 out of 5 stars,Wow... Fantastic,Reviewed in India on 16 January 2020,"<span>No need to mention again, it's a fantastic mobile in the segment. I got it in the first sale itself on 23.10.2019. we can say it as all-rounder. I am sure that no other phone even from a new model from Redmi also can not beat this model in the said segment. Go for it ...no matter about color...</span>",
Suresh Jassani,2.0 out of 5 stars,Ergonomic related issues,Reviewed in India on 13 January 2020,"<span>My index finger and thumb start paining, due to over stress, since I have started using this phone. My phone usases and life style is same as earlier.<br>May be becz of the extra bigger size of the phone. Related to ergonomic of the device.</span>",
Deepak kumar,5.0 out of 5 stars,12 watt Charger instead of 18 watt Charger..,Reviewed in India on 23 January 2020,<span>Everything is perfect in this midrange price product.<br><br>On the official website of MI there is mention that this phone comes with the 18 watt fast charger... But I got 12 watt charger from the seller...</span>,
Kowsalya,1.0 out of 5 stars,Don't buy redmi note 8 pro.. issue with jio network,Reviewed in India on 31 December 2019,<span>Two days before I purchased note 8 pro..my jio sim is not receiving messages. I tried to calling SMS centre also but I couldn't resolve this issue. Really I fed up with this product extremely.. don't buy this phone.. daily basis I have to provide OTP for company transport and other banking transaction .. I couldn't do due to pblm with mi mobile..</span>,
Grk ,5.0 out of 5 stars,Note pro 8 is excellent,Reviewed in India on 27 December 2019,<span>Phone is gud performance is all so gud but camara is not like 64 m p<br>And proseser is very fast fingers lock is excellent face lock is very gud betry life is osome faste charging within 20 mint batry is 80ps cuvalety is very nice and tach  15999 rupe I by this phone and it's very gud phone for this price</span>,
Murugan Selvaraj,1.0 out of 5 stars,WORST SERVICE FROM AMAZON....,Reviewed in India on 24 December 2019,"<span>DON'T BUY THIS PRODUCT.. I BOUGHT THIS PRODUCT AFTER HEARING TECH EXPERTS BUT THEY ARE WRONG ABOUT THEIR REVIEW.. THIS PRODUCT IS NOT UPTO THE MARK. REALME IS FAR BETTER THAN THIS IN TERMS OF QUALITY..<br><br>FINALLY, WORST SERVICE FROM AMAZON.. I TRIED TO REPLACE THIS PRODUCT BUT THEY ARE NOT REPLACING IT. WORST SERVICE FROM AMAZON I NEVER THOUGHT ABOUT IT..</span>",
Ronak Chauhan,5.0 out of 5 stars,King of midrange smartphone....,Reviewed in India on 24 December 2019,<span>I like everything on this phone except video quality...that's why I rated 4 star otherwise I would give 5..the video quality is so poor need update...overall geat budget phone so fast and great experience..love the phone...need fast update on video quality....</span>,
Chirag Singh,4.0 out of 5 stars,Battery drained too fast. Battery life is not good.,Reviewed in India on 8 June 2020,"<span>The battery life less than we think that its more than 4,000mah, so the battery will be good but its to different. Battery drained very fast. But also its supports fast charging so not to worry.. But for traveling u ll have to carry power bank. Or else the feature are awesome. Everything is perfect expect battery life.</span>",
Mohammed moiz Ahmed,2.0 out of 5 stars,Video quality not good for apps like YouTube.,Reviewed in India on 16 March 2020,"<span>This phone is best for gamers, the video playing quality is not good. You have play videos in YouTube at 720 quality. Other wise . it will be worse to see at 360 quality,my mobile data expires maximum for watching YouTube . It's the biggest negativity about this phone. Other brand phones give you great picture quality.</span>",
Amit,5.0 out of 5 stars,Got the Mobile in just 2 days with great exchange offer with OLD Redmi note 4,Reviewed in India on 4 March 2020,"<span>The mobile is too good to believe. (Don't know what this line means but..) Awesome..<br>Very fast, very smooth, sophisticated if you want a feel like iphone this must be the best next device after it.<br>Just try and you will become fan of Redmi.</span>",
saroj kumar sahu,1.0 out of 5 stars,Worst mobile forever.,Reviewed in India on 21 January 2020,"<span>Worst experience, I bought it because mi5pro was nice. But mi8 pro is west of money. The major problem is it hanks. I don't know is it original or duplicate.</span>",
Raghu,3.0 out of 5 stars,Not up to the mark,Reviewed in India on 23 January 2020,"<span>Mobile freezes in between and won't work. Would neither be able to restart or switch when it the screen freezes. It happened frequently even though there's plenty of empty space and lwith less number of apps as well, and wasn't able to get the mobile exchanged when i have been to mi stores. They just performed some software changes.</span>",
Rubal Pal,5.0 out of 5 stars,A great phone at this price point,Reviewed in India on 12 June 2020,<span>A very good phone especially for gaming and battery life is also great pubg runs in smooth+Extreme and pubg lite runs in HD+Extreme. Camera quality is also very decent. The screen is big and side bezels are very small. The chin is very small as compared to other phones.</span>,
Rahul Jadhav,1.0 out of 5 stars,Don't purchase redmi note 8pro.,Reviewed in India on 24 March 2020,"<span>Handsets processor is 8gb ram and 128gb internal, obviously it's good but camra quality is very poor, video recording is very very poor quality, instead of 8pro my note 4was better for video recording quality, portable WiFi is not working properly,first time every in history of redmi very bad experience for redmi note 8pro.<br>Don't purchase it.</span>",
Venkatesh,1.0 out of 5 stars,Worst mobile and over heating problem,Reviewed in India on 21 June 2020,<span>Worst mobile over heating and iam 20 days back i by to this mobile but yesterday  sudnly my mobile over heat to automatic  mobile Stark and of not a switch on my mobile IAM going m.i store but not a response to my mobile problem  and iam suggest to people  plz 🙏🙏🙏 don't  by to this mobile one's Again IAM se to everyone plz don't  by this mobile</span>,
anilmourya,5.0 out of 5 stars,Good product,Reviewed in India on 8 November 2019,"<span>Finger print reader is just quite enough , Camera is awesome for day but in night little bit grains can see depends on coming camera updates, battery is full day with call, full day net, and continue with song, Really it's great product from MI Redmi ....<br>Thanks to amazon for the sale.</span>",
N K,3.0 out of 5 stars,Good but not neigh,Reviewed in India on 4 December 2019,<span>Gyrosensor does not work. Mobile screen stays on even if it is put on ear to accept a call leads to different touches of icons and opens up applications or disconnects call or put call on hold</span>,
